id,course_id,location_id,start,end,synchronous,remote_url_title,remote_url,capacity,effort,published_at,cancelled_at,created_at,updated_at,start_epoch,end_epoch
30,137,3,2022-09-07 16:00:00,2022-09-07 18:00:00,1,,,14,120,2022-08-12 18:17:09.954881,,2022-08-12 18:17:00.382182,2023-07-25 19:07:05.848547,1662566400,1662573600
31,137,3,2022-09-23 16:00:00,2022-09-23 18:00:00,1,,,14,120,2022-08-12 18:18:30.182476,2022-09-23 13:22:08.298113,2022-08-12 18:18:17.806962,2023-07-25 19:07:05.877166,1663948800,1663956000
32,145,1,2022-10-03 17:00:00,2022-10-03 19:00:00,1,,,20,120,2022-08-12 18:23:08.745712,,2022-08-12 18:22:56.885779,2023-07-25 19:07:05.908019,1664816400,1664823600
33,115,1,2022-09-26 19:00:00,2022-09-26 21:00:00,1,,,20,120,2022-08-12 18:25:23.819753,,2022-08-12 18:25:03.837809,2023-07-25 19:07:05.936566,1664218800,1664226000
34,41,1,2022-09-27 19:00:00,2022-09-27 21:00:00,1,,,20,120,2022-08-12 18:27:00.110681,,2022-08-12 18:26:48.861782,2023-07-25 19:07:05.964651,1664305200,1664312400
35,147,4,2022-09-28 17:00:00,2022-09-28 19:00:00,1,Zoom Link,https://duke.zoom.us/j/91892172299?pwd=QjNHcE9kV3pYWFlId0lJOENQalF6UT09,30,120,2022-08-12 18:28:00.421870,,2022-08-12 18:27:49.385157,2023-07-25 19:07:05.992872,1664384400,1664391600
37,74,1,2022-09-29 17:00:00,2022-09-29 19:00:00,1,,,20,120,2022-08-12 18:33:17.010545,,2022-08-12 18:33:06.985115,2023-07-25 19:07:06.026406,1664470800,1664478000
38,20,3,2022-09-29 17:00:00,2022-09-29 19:00:00,1,,,14,120,2022-08-12 18:34:11.458812,,2022-08-12 18:34:00.745019,2023-07-25 19:07:06.092689,1664470800,1664478000
39,14,1,2022-10-24 17:00:00,2022-10-24 19:00:00,1,,,20,120,2022-08-12 18:35:44.701883,,2022-08-12 18:35:31.031248,2023-07-25 19:07:06.125736,1666630800,1666638000
40,93,1,2022-10-03 19:00:00,2022-10-03 21:00:00,1,,,20,120,2022-08-12 18:38:21.883876,,2022-08-12 18:38:09.223826,2023-07-25 19:07:06.164771,1664823600,1664830800
41,137,3,2022-10-04 16:00:00,2022-10-04 18:00:00,1,,,14,120,2022-08-12 18:39:48.980284,,2022-08-12 18:39:37.925501,2023-07-25 19:07:06.200041,1664899200,1664906400
42,122,4,2022-10-04 19:00:00,2022-10-04 21:00:00,1,Zoom Link,https://duke.zoom.us/j/92628710667?pwd=dnNpZTRGUXo4SFBDZno3VjR3QnlZUT09,30,120,2022-08-12 18:43:55.891056,,2022-08-12 18:43:43.580920,2023-07-25 19:07:06.234516,1664910000,1664917200
43,21,4,2022-10-05 17:00:00,2022-10-05 19:00:00,1,Zoom Link,https://duke.zoom.us/j/97048247170?pwd=bWMzL3lnVklEVnhtQ0NPZWF4TUJXUT09,30,120,2022-08-12 18:46:37.798988,,2022-08-12 18:46:25.872405,2023-07-25 19:07:06.266220,1664989200,1664996400
44,123,1,2022-11-10 18:00:00,2022-11-10 20:00:00,1,,,10,120,2022-08-12 19:21:17.414635,,2022-08-12 19:21:03.956687,2023-07-25 19:07:06.306023,1668103200,1668110400
46,20,1,2022-11-11 18:00:00,2022-11-11 20:00:00,1,,,14,120,2022-08-12 19:27:23.298460,2022-11-03 16:14:41.726230,2022-08-12 19:27:02.588340,2023-07-25 19:07:06.344628,1668189600,1668196800
47,116,1,2022-11-03 17:00:00,2022-11-03 19:00:00,1,,,20,120,2022-08-12 19:40:28.581682,2022-11-01 20:39:24.928815,2022-08-12 19:33:57.877729,2023-07-25 19:07:06.381750,1667494800,1667502000
48,8,3,2022-10-20 17:00:00,2022-10-20 19:00:00,1,,,14,120,2022-08-12 19:35:34.239881,,2022-08-12 19:35:23.473405,2023-07-25 19:07:06.423572,1666285200,1666292400
49,133,1,2022-10-13 17:00:00,2022-10-13 19:00:00,1,,,20,120,2022-08-12 19:36:54.267031,2022-10-13 17:17:51.005268,2022-08-12 19:36:43.938701,2023-07-25 19:07:06.458805,1665680400,1665687600
50,30,1,2022-10-14 17:00:00,2022-10-14 19:00:00,1,,,20,120,2022-08-12 19:38:00.544503,,2022-08-12 19:37:51.940534,2023-07-25 19:07:06.493160,1665766800,1665774000
51,20,3,2022-10-14 19:00:00,2022-10-14 21:00:00,1,,,14,120,2022-08-12 19:39:11.022339,,2022-08-12 19:39:00.046006,2023-07-25 19:07:06.522876,1665774000,1665781200
52,114,1,2022-10-17 19:00:00,2022-10-17 21:00:00,1,Zoom Link,https://duke.zoom.us/j/96341545279?pwd=UFVVNkcza0UzTU91Y2x1WHZqNlhpQT09,20,120,2022-08-12 19:42:34.361958,,2022-08-12 19:42:23.030918,2023-07-25 19:07:06.556349,1666033200,1666040400
53,146,1,2022-11-02 19:00:00,2022-11-02 21:00:00,1,,,30,120,2022-08-12 19:43:32.132648,,2022-08-12 19:42:40.588504,2023-07-25 19:07:06.587580,1667415600,1667422800
54,94,1,2022-10-12 18:00:00,2022-10-12 20:00:00,1,,,6,120,2022-08-12 19:45:50.139588,,2022-08-12 19:45:40.552369,2023-07-25 19:07:06.630587,1665597600,1665604800
55,138,4,2022-10-18 17:00:00,2022-10-18 19:00:00,1,Zoom Link,https://duke.zoom.us/j/99970778524?pwd=QWJmZ3ZwQ0tmS0pZYWo4T1hvMlgrQT09,30,120,2022-08-12 19:48:04.028013,,2022-08-12 19:47:52.168869,2023-07-25 19:07:06.665842,1666112400,1666119600
56,162,5,2022-10-18 19:00:00,2022-10-18 21:00:00,1,,,6,120,2022-08-12 19:54:49.673096,,2022-08-12 19:51:42.527259,2023-07-25 19:07:06.701492,1666119600,1666126800
57,26,1,2022-10-20 17:00:00,2022-10-20 19:00:00,1,,,20,120,2022-08-12 19:56:40.975517,,2022-08-12 19:56:29.499558,2023-07-25 19:07:06.737399,1666285200,1666292400
58,20,3,2022-10-24 19:00:00,2022-10-24 21:00:00,1,,,14,120,2022-08-12 19:57:51.710050,,2022-08-12 19:57:41.400522,2023-07-25 19:07:06.780416,1666638000,1666645200
59,128,3,2022-10-25 17:00:00,2022-10-25 21:00:00,1,,,24,240,2022-08-12 20:00:38.554166,,2022-08-12 19:58:58.556444,2023-07-25 19:07:06.819928,1666717200,1666731600
60,148,4,2022-10-26 17:00:00,2022-10-26 19:00:00,1,Zoom Link,https://duke.zoom.us/j/97598357727?pwd=SFE1NG52OStYR0ZtVHRORWhWeXdNZz09,30,120,2022-08-12 20:01:46.777736,,2022-08-12 20:01:31.611352,2023-07-25 19:07:06.850101,1666803600,1666810800
61,92,1,2022-10-27 17:00:00,2022-10-27 19:00:00,1,,,20,120,2022-08-12 20:02:57.303554,,2022-08-12 20:02:46.955692,2023-07-25 19:07:06.890446,1666890000,1666897200
62,9,3,2022-10-28 17:00:00,2022-10-28 19:00:00,1,,,14,120,2022-08-12 20:04:14.038936,,2022-08-12 20:04:02.400454,2023-07-25 19:07:06.931744,1666976400,1666983600
63,50,1,2022-11-21 20:00:00,2022-11-21 22:00:00,1,,,20,120,2022-08-12 20:05:26.458514,,2022-08-12 20:05:14.676337,2023-07-25 19:07:06.969434,1669060800,1669068000
64,89,5,2022-11-01 17:00:00,2022-11-01 19:00:00,1,,,6,120,2022-08-12 20:06:59.503658,,2022-08-12 20:06:46.331056,2023-07-25 19:07:07.012661,1667322000,1667329200
65,156,1,2022-11-01 17:00:00,2022-11-01 19:00:00,1,,,20,120,2022-08-12 20:08:10.104726,,2022-08-12 20:08:01.050429,2023-07-25 19:07:07.083492,1667322000,1667329200
66,166,2,2022-09-02 17:00:00,2022-09-02 21:00:00,1,,,200,30,2022-08-15 13:17:45.287651,,2022-08-15 13:14:09.453639,2023-07-25 19:07:07.125510,1662138000,1662152400
67,56,1,2022-09-08 17:00:00,2022-09-08 19:00:00,1,,,20,120,2022-08-18 01:52:20.364590,,2022-08-15 19:14:17.120288,2023-07-25 19:07:07.171050,1662656400,1662663600
70,144,1,2022-08-30 13:00:00,2022-08-16 14:00:00,1,,,1,60,,,2022-08-16 12:52:14.967875,2023-07-25 19:07:07.213352,1661864400,1660658400
71,1,2,2022-08-16 14:00:00,2022-08-16 14:45:00,1,,,20,45,2022-08-16 13:41:32.362843,,2022-08-16 13:39:07.002128,2023-07-25 19:07:07.251342,1660658400,1660661100
72,1,1,2022-08-17 16:00:00,2022-08-17 16:05:00,1,,,30,30,2022-08-16 14:06:21.541682,,2022-08-16 14:06:03.502880,2023-07-25 19:07:07.294452,1660752000,1660752300
73,171,1,2022-09-23 19:00:00,2022-09-23 21:00:00,1,,,20,120,2022-08-17 14:44:36.332905,,2022-08-17 14:43:41.320832,2023-07-25 19:07:07.358361,1663959600,1663966800
75,142,4,2022-09-06 17:00:00,2022-09-06 19:00:00,1,Zoom Link,https://duke.zoom.us/j/94585808799?pwd=Y2E1ZVJmdjRjRHVXOWxpN0RxNjg0dz09,30,120,2022-08-17 19:55:43.622122,,2022-08-17 19:55:11.826717,2023-07-25 19:07:07.392617,1662483600,1662490800
76,71,4,2022-09-23 17:00:00,2022-09-23 19:00:00,1,Zoom Link,https://duke.zoom.us/j/92412324585?pwd=aWRkbWxRZEZ4aHFEM0UvVzF5WmZoUT09,30,120,2022-08-18 00:19:21.501660,,2022-08-18 00:19:02.084537,2023-07-25 19:07:07.433118,1663952400,1663959600
77,178,1,2022-11-28 20:00:00,2022-11-28 22:00:00,1,,,10,120,2022-08-18 00:41:02.339833,,2022-08-18 00:40:44.894221,2023-07-25 19:07:07.469481,1669665600,1669672800
78,181,1,2022-11-17 18:00:00,2022-11-17 20:00:00,1,,,10,120,2022-08-18 00:44:53.021856,,2022-08-18 00:44:37.801951,2023-07-25 19:07:07.503657,1668708000,1668715200
79,175,3,2022-11-08 17:00:00,2022-11-08 19:00:00,1,,,8,120,2022-08-18 00:56:04.062317,,2022-08-18 00:54:25.611678,2023-07-25 19:07:07.536248,1667926800,1667934000
80,172,1,2022-10-06 19:00:00,2022-10-06 21:00:00,1,,,12,480,2022-08-18 01:12:30.695955,,2022-08-18 01:09:57.372982,2023-07-25 19:07:07.573350,1665082800,1665090000
81,174,3,2022-10-18 16:00:00,2022-10-18 18:00:00,1,,,8,120,2022-08-18 01:29:46.737111,,2022-08-18 01:29:32.646972,2023-07-25 19:07:07.610456,1666108800,1666116000
82,174,3,2022-10-31 16:00:00,2022-10-31 18:00:00,1,,,8,120,2022-08-18 01:30:56.124211,,2022-08-18 01:30:42.187237,2023-07-25 19:07:07.639373,1667232000,1667239200
83,183,1,2022-10-19 17:00:00,2022-10-19 19:00:00,1,,,20,120,2022-08-18 01:33:26.671060,2022-10-19 14:24:58.621573,2022-08-18 01:33:14.994875,2023-07-25 19:07:07.664818,1666198800,1666206000
84,177,3,2022-11-21 18:00:00,2022-11-21 20:00:00,1,,,8,120,2022-08-18 01:35:38.324935,,2022-08-18 01:35:15.356213,2023-07-25 19:07:07.691959,1669053600,1669060800
85,184,1,2022-11-08 20:00:00,2022-11-08 22:00:00,1,,,20,120,2022-08-18 01:41:01.617379,,2022-08-18 01:40:45.619487,2023-07-25 19:07:07.716530,1667937600,1667944800
86,173,1,2022-11-02 17:00:00,2022-11-02 19:00:00,1,,,20,120,2022-08-18 01:57:12.930475,,2022-08-18 01:56:37.760867,2023-07-25 19:07:07.745322,1667408400,1667415600
87,122,1,2022-11-07 20:00:00,2022-11-07 22:00:00,1,,,20,120,2022-08-18 02:07:31.841552,,2022-08-18 02:06:47.861065,2023-07-25 19:07:07.772360,1667851200,1667858400
88,169,1,2022-09-27 17:00:00,2022-09-27 19:00:00,1,,,20,120,2022-08-18 02:09:57.846398,,2022-08-18 02:09:17.247005,2023-07-25 19:07:07.802074,1664298000,1664305200
89,102,1,2022-09-13 19:00:00,2022-09-13 21:00:00,1,,,20,120,2022-08-18 02:21:03.961894,,2022-08-18 02:19:41.854996,2023-07-25 19:07:07.828390,1663095600,1663102800
90,170,1,2022-10-17 17:00:00,2022-10-17 19:00:00,1,,,20,120,2022-08-18 02:23:23.505768,2022-10-17 17:10:39.480564,2022-08-18 02:23:09.164881,2023-07-25 19:07:07.854066,1666026000,1666033200
91,130,1,2022-10-28 19:00:00,2022-10-28 21:00:00,1,,,20,120,2022-08-18 02:25:18.736227,,2022-08-18 02:25:02.232908,2023-07-25 19:07:07.882708,1666983600,1666990800
92,168,1,2022-09-14 19:00:00,2022-09-14 21:00:00,1,,,20,120,2022-08-18 02:34:23.010228,,2022-08-18 02:34:09.053202,2023-07-25 19:07:07.910206,1663182000,1663189200
93,182,1,2022-10-12 17:00:00,2022-10-12 18:00:00,1,,,20,60,2022-08-18 02:36:11.796451,2022-10-12 13:19:53.059815,2022-08-18 02:35:58.801315,2023-07-25 19:07:07.935965,1665594000,1665597600
94,176,1,2022-09-13 21:00:00,2022-09-13 23:00:00,1,,,10,120,2022-08-18 02:38:24.660977,,2022-08-18 02:38:00.816321,2023-07-25 19:07:07.962026,1663102800,1663110000
95,176,1,2022-10-13 21:00:00,2022-10-13 23:00:00,1,,,10,120,2022-08-18 02:39:17.390576,,2022-08-18 02:39:11.816459,2023-07-25 19:07:07.989266,1665694800,1665702000
96,176,1,2022-11-08 22:00:00,2022-11-09 00:00:00,1,,,10,120,2022-08-18 02:40:33.468309,,2022-08-18 02:40:28.434887,2023-07-25 19:07:08.016736,1667944800,1667952000
98,142,6,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/22008/slides/130517,,120,2022-08-22 22:22:47.989823,,2022-08-22 22:21:06.253570,2023-07-25 19:07:08.043430,0,0
99,143,6,,,0,Access the EdStem lesson here,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/24702/slides/140848,,120,2022-08-22 22:33:23.954918,,2022-08-22 22:32:46.909874,2023-07-25 19:07:08.103221,0,0
100,135,6,,,0,Access the EdStem lesson here,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/33720/slides/193415,,120,2022-08-22 22:35:39.713346,,2022-08-22 22:35:28.006616,2023-07-25 19:07:08.131252,0,0
101,144,4,2022-09-06 17:00:00,2022-09-06 19:00:00,1,Zoom Link,https://duke.zoom.us/j/97903586594,40,120,2022-08-29 17:19:20.136631,,2022-08-29 17:18:53.813197,2023-07-25 19:07:08.158354,1662483600,1662490800
102,185,1,2022-10-07 17:00:00,2022-10-07 20:00:00,1,,,300,120,2022-09-12 18:26:33.376158,,2022-09-12 15:43:04.210428,2023-07-25 19:07:08.188178,1665162000,1665172800
103,144,4,2022-10-04 17:00:00,2022-10-04 18:30:00,1,Zoom Link,https://duke.zoom.us/j/98651423559,40,90,2022-09-30 15:25:55.790308,,2022-09-30 15:25:39.850023,2023-07-25 19:07:08.216067,1664902800,1664908200
104,144,4,2022-11-01 17:00:00,2022-11-01 18:30:00,1,Zoom Link,https://duke.zoom.us/j/96627934303,40,90,2022-09-30 15:28:02.926743,,2022-09-30 15:27:48.103508,2023-07-25 19:07:08.245614,1667322000,1667327400
105,144,4,2022-12-06 18:00:00,2022-12-06 19:30:00,1,Zoom Link,https://duke.zoom.us/j/94713922121,40,90,2022-09-30 15:29:34.398469,,2022-09-30 15:29:28.572355,2023-07-25 19:07:08.275081,1670349600,1670355000
106,20,3,2022-11-11 18:00:00,2022-11-11 20:00:00,1,,,14,120,2022-11-03 15:45:19.489744,,2022-11-03 15:41:04.095396,2023-07-25 19:07:08.302459,1668189600,1668196800
107,187,3,2023-04-05 19:00:00,2023-04-05 21:00:00,1,,,4,120,2022-12-08 21:13:56.730279,,2022-12-06 18:33:19.754728,2023-07-25 19:07:08.330025,1680721200,1680728400
108,172,3,2023-03-22 19:00:00,2023-03-22 21:00:00,1,,,6,480,2022-12-08 21:10:19.508676,,2022-12-08 19:05:52.563777,2023-07-25 19:07:08.355801,1679511600,1679518800
109,181,1,2023-04-13 17:00:00,2023-04-13 19:00:00,1,,,6,120,2022-12-08 21:17:55.758165,,2022-12-08 20:33:05.030318,2023-07-25 19:07:08.380067,1681405200,1681412400
110,175,3,2023-04-10 16:00:00,2023-04-10 18:00:00,1,,,8,120,2022-12-08 21:16:21.731486,,2022-12-08 20:49:12.421372,2023-07-25 19:07:08.405284,1681142400,1681149600
111,153,1,2023-02-16 20:00:00,2023-02-16 22:00:00,1,,,20,120,2022-12-08 21:15:37.486605,,2022-12-08 20:51:32.470834,2023-07-25 19:07:08.429992,1676577600,1676584800
112,89,5,2023-03-08 20:00:00,2023-03-08 22:00:00,1,,,6,120,2023-01-03 16:56:08.607513,,2022-12-08 20:57:16.702146,2023-07-25 19:07:08.457596,1678305600,1678312800
113,115,1,2023-02-01 18:00:00,2023-02-01 20:00:00,1,,,20,120,2022-12-08 21:09:20.856870,,2022-12-08 21:00:54.528249,2023-07-25 19:07:08.482635,1675274400,1675281600
114,113,1,2023-01-25 18:00:00,2023-01-25 20:00:00,1,,,20,120,2022-12-08 21:08:11.693717,,2022-12-08 21:03:55.945285,2023-07-25 19:07:08.509332,1674669600,1674676800
115,2,1,2023-01-18 18:00:00,2023-01-18 20:00:00,1,,,20,120,2022-12-08 21:07:29.162726,,2022-12-08 21:05:41.191267,2023-07-25 19:07:08.533968,1674064800,1674072000
116,188,3,2023-04-12 19:00:00,2023-04-12 21:00:00,1,,,10,480,2022-12-08 21:13:11.132026,,2022-12-08 21:12:41.735174,2023-07-25 19:07:08.561052,1681326000,1681333200
117,93,1,2023-02-08 18:00:00,2023-02-08 20:00:00,1,,,20,120,2023-01-03 16:21:45.805976,,2022-12-08 21:20:09.747445,2023-07-25 19:07:08.585984,1675879200,1675886400
118,7,4,2023-01-31 15:00:00,2023-01-31 17:00:00,1,Zoom link,https://duke.zoom.us/j/92048619529?pwd=ZDlleDJqTHhMOXIwcjZqVnhmR1d4UT09,30,120,2022-12-08 21:28:48.763008,,2022-12-08 21:28:20.861507,2023-07-25 19:07:08.612080,1675177200,1675184400
119,142,1,2023-01-17 16:00:00,2023-01-17 18:00:00,1,,,20,120,2022-12-14 16:01:53.689120,2023-01-17 13:19:52.866798,2022-12-14 16:01:06.193270,2023-07-25 19:07:08.637360,1673971200,1673978400
120,124,1,2023-01-18 20:00:00,2023-01-18 22:00:00,1,,,20,120,2022-12-14 16:04:27.949813,,2022-12-14 16:04:10.942254,2023-07-25 19:07:08.665406,1674072000,1674079200
121,19,1,2023-01-19 18:00:00,2023-01-19 20:00:00,1,,,20,120,2022-12-14 16:09:03.651840,2023-01-15 19:52:41.312330,2022-12-14 16:08:36.581444,2023-07-25 19:07:08.693815,1674151200,1674158400
122,137,3,2023-01-20 17:00:00,2023-01-20 19:00:00,1,,,14,120,2022-12-14 16:13:41.479545,,2022-12-14 16:13:24.899746,2023-07-25 19:07:08.718970,1674234000,1674241200
123,156,1,2023-01-20 20:00:00,2023-01-20 22:00:00,1,,,20,120,2022-12-14 16:23:23.214144,,2022-12-14 16:23:03.908185,2023-07-25 19:07:08.742384,1674244800,1674252000
124,8,3,2023-01-26 18:00:00,2023-01-26 20:00:00,1,,,14,120,2022-12-14 16:47:00.831033,,2022-12-14 16:28:42.450918,2023-07-25 19:07:08.771018,1674756000,1674763200
125,145,1,2023-01-26 20:00:00,2023-01-26 22:00:00,1,,,30,120,2022-12-14 16:39:00.969556,,2022-12-14 16:38:40.053805,2023-07-25 19:07:08.796850,1674763200,1674770400
126,20,3,2023-01-30 15:00:00,2023-01-30 17:00:00,1,,,16,120,2022-12-14 19:47:50.500977,,2022-12-14 19:47:18.210918,2023-07-25 19:07:08.827353,1675090800,1675098000
127,74,1,2023-01-30 18:00:00,2023-01-30 20:00:00,1,,,30,120,2022-12-14 19:49:56.338972,,2022-12-14 19:49:41.056601,2023-07-25 19:07:08.857047,1675101600,1675108800
128,177,3,2023-01-31 18:00:00,2023-01-31 20:00:00,1,,,10,120,2022-12-14 20:02:36.617903,,2022-12-14 20:01:59.374379,2023-07-25 19:07:08.884402,1675188000,1675195200
129,135,1,2023-01-23 20:00:00,2023-01-23 22:00:00,1,,,30,120,2022-12-14 20:32:00.678738,,2022-12-14 20:31:38.992121,2023-07-25 19:07:08.908913,1674504000,1674511200
130,135,1,2023-01-31 18:00:00,2023-01-31 20:00:00,1,,,30,120,2022-12-14 20:34:43.096071,,2022-12-14 20:34:22.292959,2023-07-25 19:07:08.935177,1675188000,1675195200
131,106,1,2023-02-13 20:00:00,2023-02-13 22:00:00,1,,,20,120,2022-12-14 20:46:01.815913,2023-02-13 15:16:23.591900,2022-12-14 20:45:36.245122,2023-09-12 14:27:02.255573,1676318400,1676325600
132,1,1,2023-03-31 17:00:00,2023-03-31 19:00:00,1,,,16,120,2022-12-14 21:00:59.625674,,2022-12-14 20:59:51.843370,2023-07-25 19:07:08.991967,1680282000,1680289200
133,174,3,2023-03-09 17:00:00,2023-03-09 19:00:00,1,,,8,120,2022-12-14 21:17:53.743815,2023-01-10 17:02:01.039507,2022-12-14 21:17:36.412310,2023-07-25 19:07:09.017995,1678381200,1678388400
134,174,3,2023-03-21 16:00:00,2023-03-21 18:00:00,1,,,8,120,2022-12-14 21:20:06.661961,2023-03-21 11:47:16.995874,2022-12-14 21:19:40.463876,2023-07-25 19:07:09.044260,1679414400,1679421600
135,130,1,2023-02-14 18:00:00,2023-02-14 20:00:00,1,,,10,120,2022-12-14 21:26:09.908253,,2022-12-14 21:25:49.198203,2023-07-25 19:07:09.101528,1676397600,1676404800
136,183,1,2023-03-08 15:00:00,2023-03-08 05:00:00,1,,,20,120,2022-12-14 21:29:58.726224,,2022-12-14 21:29:38.094193,2023-07-25 19:07:09.128197,1678287600,1678251600
137,144,4,2023-02-07 18:00:00,2023-02-07 20:00:00,1,Zoom link,https://duke.zoom.us/j/99848116508?pwd=S2xZZXNRTHNPeVZQZDFaeVloM2Z2UT09,30,120,2022-12-28 13:47:36.627670,,2022-12-28 13:46:50.603055,2023-07-25 19:07:09.156143,1675792800,1675800000
138,144,4,2023-03-07 18:00:00,2023-03-07 20:00:00,1,Zoom link,https://duke.zoom.us/j/99144996112?pwd=ZjdZMUwvdndpOS80NVdjMVYwQ3pKdz09,40,120,2022-12-28 13:50:12.318488,,2022-12-28 13:48:56.263416,2023-07-25 19:07:09.187702,1678212000,1678219200
139,144,4,2023-04-04 17:00:00,2023-04-04 19:00:00,1,Zoom link,https://duke.zoom.us/j/94961160553?pwd=dFhCYVBxZkh5bW5wbGFaeC9vRmdqQT09,40,120,2022-12-28 13:52:47.533798,,2022-12-28 13:52:26.998506,2023-07-25 19:07:09.218941,1680627600,1680634800
140,137,3,2023-02-02 17:00:00,2023-02-02 19:00:00,1,"","",14,120,2022-12-28 13:57:01.807541,,2022-12-28 13:56:15.243453,2023-07-25 19:07:09.251881,1675357200,1675364400
141,137,3,2023-02-13 17:00:00,2023-02-13 19:00:00,1,"","",14,120,2022-12-28 13:58:49.959837,2023-02-13 16:46:40.759685,2022-12-28 13:58:09.686709,2023-07-25 19:07:09.281483,1676307600,1676314800
